RestaurantID,Has Online delivery,Has Table booking
103450, No,No
103451,Yes,No
103452,Yes,No
103453,Yes,Yes
103454,No,No
103455,Yes,No
103456,No,No
103457,Yes,No
103458,No,No
103459,No,No
103460,No,No
103461,No,Yes
103462,Yes,No
103463,No,No
103464,Yes,Yes
103465,Yes,No
103466,No,No
103467,Yes,Yes
103468,Yes,Yes
103469,No,No
103470,Yes,No
103471,No,No
103472,Yes,No
103473,No,No
103474, Ye,No
103475,No,No
103476,No,No
103477,No,No
103478,No,Yes
103479,No,No
103480,Yes,Yes
103481,No,No
103482,No,No
103483,Yes,Yes
103484,No,No
103485,No,No
103486,Yes,Yes
103487,No,No
103488,No,Yes
103489,No,No
103490,No,No
103491,No,Yes
103492,No,No
103493,No,No
103494,Yes,Yes
103495,No,No
103496,No,No
103497,Yes,No
103498,No,No
103499,No,No
103500,No,No
103501,No,No
103502,Yes,No
103503,No,No
103504,No,No
103505,No,No
103506,Yes,Yes
103507,No,No
103508,Yes,No
103509,Yes,No
103510,Yes,No
103511,Yes,No
103512,No,Yes
103513,Yes,No
103514,No,No
103515,No,No
103516,No,No
103517,Yes,No
103518,No,No
103519,Yes,No
103520,Yes,No
103521,Yes,No
103522,Yes,No
103523,Yes,No
103524,Yes,No
103525,Yes,No
103526,No,No
103527,Yes,No
103528,No,No
103529,Yes, No
103530,No,No
103531,Yes,Yes
103532,No,No
103533,No,No
103534,Yes,No
103535,Yes,No
103536,No,No
103537,No,No
103538,No,Yes
103539,No,No
103540,No,No
103541,No,No
103542,Yes,Yes
103543,Yes,No
103544,No,No
103545,No,No
103546,No,Yes
103547,No,No
103548,no,No
103549,Yes,Yes
103550,No,No
103551,No,No
103552,Yes,No
103553,No,No
103554,No,No
103555,No,No
103556,No,No
103557,No,No
103558,No,Yes
103559,No,No
103560,Yes,No
103561,Yes,No
103562,No,No
103563,No,No
103564,No,No
103565,Yes,No
103566,No,No
103567,No,No
103568,No,No
103569,No,No
103570,No,Yes
103571,No,No
103572,No,No
103573,No,Yes
103574,Yes,No
103575,No,No
103576,Yes,Yes
103577,No,No
103578,Yes,No
103579,Yes,Yes
103580,Yes,No
103581,Yes,No
103582,No,No
103583,No,No
103584,No,No
103585,No,No
103586,Yes,No
103587,Yes,Yes
103588,No, No
103589,No,No
103590,No,No
103591,No,No
103592,Yes,No
103593,No,No
103594,Yes,No
103595,Yes,No
103596,No,No
103597,No,No
103598,No,No
103599,Yes,No
103600,Yes,No
103601,No,No
103602,No,No
103603,Yes,No
103604,No,No
103605,No,No
103606,No,No
103607,No,No
103608,No,Yes
103609,No,No
103610,Yes,No
103611,No,No
103612,No,No
103613,No,No
103614,No,No
103615, No,No
103616,Yes,No
103617,Yes,No
103618,Yes,No
103619,Yes,No
103620,No,No
103621,Yes,Yes
103622,No,No
103623,Yes,Yes
103624,No,No
103625,No,No
103626,No,No
103627,Yes,No
103628,No,No
103629,Yes,Yes
103630,No,N
103631,No,No
103632,Yes,No
103633,No,No
103634,Yes,No
103635,No,No
103636,No,Yes
103637,Yes,No
103638,No,No
103639,No,No
103640,No,No
103641,No,No
103642,No,No
103643,No,No
103644,Yes,No
103645,No,No
103646,No,No
103647,No,No
103648,Yes,No
103649,No,No
103650,No,No
103651,No,No
103652,No,No
103653,No,No
103654,Yes,Yes
103655,Yes,Yes
103656,No,Yes
103657,No,No
103658,No,No
103659,Yes,No
103660,No,No
103661,Yes,No
103662,No,No
103663,No,No
103664,Yes,No
103665,No,No
103666,No,Yes
103667,Yes,No
103668,No,No
103669,Yes,Yes
103670,Yes,No
103671,No,No
103672,No,No
103673,No,No
103674,No,No
103675,Yes,Yes
103676,No,No
103677,No,No
103678,Yes,Yes
103679,Yes,No
103680,No, No
103681,Yes,Yes
103682,No,No
103683,No,No
103684,No,No
103685,No,No
103686,No,No
103687,Y,No
103688,No,Yes
103689,No,No
103690,No,No
103691,Yes,No
103692,No,No
103693,No,Yes
103694,Yes,Yes
103695,No,No
103696,Yes,No
103697,No,Yes
103698,Yes,No
103699,No,No
103700,No,No
103701,No,Yes
103702,Yes,No
103703,Yes, No
103704,No,No
103705,No,No
103706,No,No
103707,Yes,No
103708,Yes,No
103709,Yes,no
103710,Yes,Yes
103711,Yes,No
103712,No,No
103713,Yes,Yes
103714,Yes,No
103715,No,No
103716,no,No
103717,No,No
103718,No,Yes
103719,Yes,No
103720,Yes,No
103721,Yes,Yes
103722,Yes,No
103723,No,No
103724,No,No
103725,Yes,Yes
103726,Yes,Yes
103727,No,No
103728,No,No
103729,No,No
103730,No,No
103731,No,No
103732,No,No
103733,No,Yes
103734,No,No
103735,Yes,No
103736,No,No
103737,No,No
103738,Yes,Yes
103739,No,Yes
103740,Yes,No
103741,No,No
103742,No,No
103743,Yes,No
103744,Yes,No
103745,No,No
103746,No,No
103747,Yes,Yes
103748,No,No
103749,Yes,no
103750,Yes,No
103751,Yes,No
103752,No,No
103753,No,No
103754,No,No
103755,Yes,No
103756,No,No
103757,Yes,No
103758,Yes,No
103759,No,No
103760,Yes,No
103761,No,No
103762,No,No
103763,No,No
103764,No,Yes
103765,Yes,N
103766,Yes,No
103767,Yes,No
103768,No,No
103769,No,No
103770,No,No
103771,No,No
103772,No,No
103773,Yes,Yes
103774,Yes,Yes
103775,Yes,No
103776,No,No
103777,Yes,No
103778,Yes,No
103779,No,No
103780,Yes,Yes
103781,No,Yes
103782,No,No
103783,Yes,No
103784,No,No
103785,No,No
103786, Ye,No
103787,Yes,No
103788,No,No
103789,No,No
103790,Yes,No
103791,No,No
103792,No,No
103793,Yes,No
103794,No,No
103795,Yes,Yes
103796,Yes,No
103797,Yes,Yes
103798,No,No
103799,No,No
103800,No,No
103801,Yes,Yes
103802,No,No
103803,Yes,Yes
103804,No,No
103805,Yes,Yes
103806,Yes,No
103807,No,No
103808,No,No
103809,Yes,No
103810,Yes,No
103811,No,No
103812,No,No
103813,Yes,No
103814,No,No
103815,Yes,No
103816,Yes,No
103817,Yes,no
103818,No,No
103819,Yes,No
103820,No,No
103821,Yes,No
103822,No,No
103823,No,Yes
103824,No,No
103825,Yes,Yes
103826,No,No
103827,No,No
103828,No,No
103829,No,Yes
103830,No, No
103831,Yes,No
103832,No,No
103833,No,Yes
103834,Yes,Yes
103835,No,No
103836,Yes,Yes
103837,Yes,Yes
103838,No,No
103839,Yes,Yes
103840,Yes,No
103841,No,No
103842,Yes,No
103843,No,No
103844,No,No
103845,No,No
103846,No,No
103847,Yes,Yes
103848,No,No
103849,No, Ye
103850,No,No
103851,No,No
103852,Yes,No
103853,No,Yes
103854,No,No
103855,No,No
103856,Yes,No
103857,No,No
103858,Yes,Yes
103859,Yes,No
103860,Yes,No
103861,Yes,No
103862,No,No
103863,No,No
103864,Yes,Yes
103865,Yes,No
103866,Yes,No
103867,Yes,Yes
103868,No,Yes
103869,Yes,No
103870,No,No
103871,Yes,Yes
103872,Yes,No
103873,No,No
103874,Yes,No
103875,No,No
103876,No,No
103877,No,No
103878,Yes,Yes
103879,Yes,No
103880,No,Yes
103881,Yes,No
103882,Yes,No
103883,Yes,No
103884,No,Yes
103885,No,No
103886,No,No
103887,No,No
103888,No,No
103889,No,No
103890,No,No
103891,Yes,No
103892,No,Yes
103893,No,No
103894,Yes,No
103895,No,No
103896,Yes,No
103897,Yes,Yes
103898,No,No
103899,Yes,Yes
103900,No,No
103901,No,No
103902,No,No
103903,No,No
103904,No,Yes
103905,No,No
103906,No,No
103907,Yes,No
103908,Yes,No
103909,No,No
103910,No,No
103911,Yes,No
103912,No,No
103913,Yes,Yes
103914,Yes,No
103915,No,No
103916,Yes,No
103917,No,Yes
103918,No,No
103919,Yes,No
103920,No,No
103921,No,No
103922,No,No
103923,No,No
103924,No,No
103925,Yes,No
103926,No,No
103927,No,No
103928,No,No
103929,No,No
103930,Yes,No
103931,No,No
103932,No,Yes
103933,No,No
103934,No,Yes
103935,No,No
103936,No,No
103937,Yes,No
103938,No,No
103939,No,No
103940,nan,No
103941,No,No
103942,No,No
103943,No,No
103944,No,No
103945,no,No
103946,Yes,Yes
103947,No,No
103948,No,Yes
103949,No,nan
103950,Yes, No
103951,No,No
103952,No,No
103953,Yes,Yes
103954,No,No
103955,Yes,Yes
103956,No,No
103957,No,No
103958,No,No
103959,Yes,Yes
103960,No,No
103961,No,No
103962,Yes,No
103963,Yes,No
103964,no,No
103965,No,No
103966,Yes,Yes
103967,Yes,Yes
103968,No,No
103969,No,No
103970,No,No
103971,No,No
103972,No,No
103973,Yes,No
103974,Yes,No
103975,Yes,Yes
103976,No,No
103977,Yes,No
103978,No,No
103979,Yes,No
103980,Yes,No
103981,No,No
103982,No,Yes
103983,Yes,No
103984,Yes,No
103985,Yes,Yes
103986,No,No
103987,Yes,No
103988,No,No
103989,Yes,No
103990,No,No
103991,No,No
103992,Yes,No
103993,No,No
103994,Yes,No
103995,nan,No
103996,No,No
103997,Yes,No
103998,Yes,No
103999,Yes,No
104000,No,No
104001,No,No
104002,No,No
104003,No,Yes
104004,Yes,No
104005,Yes,No
104006,Yes,No
104007,no,No
104008,Yes,No
104009,Yes,Yes
104010,No,Yes
104011,Yes,Yes
104012,No,Yes
104013,No,No
104014,yes,No
104015,No,No
104016,No,No
104017,Yes,Yes
104018,No,No
104019,No,Yes
104020,No,No
104021,No,Yes
104022,No,No
104023,No,No
104024,Yes,No
104025,Yes,No
104026,No,No
104027,No,No
104028,No,No
104029,No,No
104030,Yes,No
104031,No,No
104032,No,Yes
104033,Yes,No
104034,No,No
104035,No,No
104036,Yes,No
104037,No,No
104038,No,No
104039,No,No
104040,No,No
104041,No,No
104042,No,No
104043,No,No
104044,No,No
104045,No,No
104046,Yes,No
104047,Yes,No
104048,No,No
104049,Yes,Yes
104050,No,No
104051,No,No
104052,Yes,No
104053,No,No
104054,Yes,No
104055,No,No
104056,Yes,Yes
104057,Yes,No
104058,No,Yes
104059,No,No
104060,No,Yes
104061,No,No
104062,Yes,Yes
104063,Yes,No
104064,No,No
104065,Yes,No
104066,No,Yes
104067,No,No
104068,No,No
104069,No,Yes
104070,No,No
104071,Yes,No
104072,No,No
104073,No,No
104074,Yes,no
104075,No,No
104076,No,No
104077,Yes,No
104078,No,No
104079,No,No
104080,No,Yes
104081,No,No
104082,No,No
104083,No,No
104084,No,No
104085,No,No
104086,Yes,No
104087,No,No
104088,Yes,No
104089,No,No
104090,Yes,No
104091,Yes,Yes
104092,No,No
104093,No,No
104094,Yes,Yes
104095,Yes,No
104096,No,No
104097,Yes,No
104098,No,No
104099,No,No
104100,Yes,Yes
104101,Yes,No
104102,Yes,No
104103,No,No
104104,No,No
104105,No,No
104106,No,No
104107,No,No
104108,No,No
104109,Yes,No
104110,No,No
104111,Yes,No
104112,No,No
104113,No,No
104114,No,No
104115,No,No
104116,No,No
104117,No,No
104118,No,No
104119,No,No
104120,No,No
104121,Yes,No
104122,No,Yes
104123,Yes,No
104124,No,No
104125,Yes,No
104126,Yes,No
104127,No,No
104128,No,No
104129,No,No
104130,No,No
104131,no,No
104132,No,Yes
104133,No,No
104134,Yes,No
104135,No,No
104136,No,No
104137,No,No
104138,No,No
104139,Yes,No
104140,N,No
104141,No,No
104142,No,No
104143,Yes,Yes
104144,Yes,No
104145,No,No
104146,Yes,No
104147,No,Yes
104148,No,No
104149,No,No
104150,Yes,No
104151,No,No
104152,No,No
104153,Yes,No
104154,Yes,No
104155,No,No
104156,No,No
104157,No,Yes
104158,No,No
104159,No,No
104160,No,No
104161,No, No
104162,No,No
104163,No,No
104164,Yes,No
104165,Yes,Yes
104166,No,No
104167,No,No
104168,Yes,Yes
104169,No,Yes
104170,No,No
104171,Yes,No
104172,No,No
104173,No,No
104174,No,No
104175,Yes,Yes
104176, No,No
104177,No,No
104178,No,No
104179,Yes,No
104180,No,No
104181,No,No
104182,Yes,No
104183,No,Yes
104184,No,No
104185,Yes,Yes
104186,No,Yes
104187,Yes,No
104188,No,Yes
104189,Yes,no
104190,No,No
104191,Yes,No
104192,Yes,No
104193,Yes,No
104194,No,Yes
104195,No,No
104196,Yes,No
104197,No,No
104198,Yes,No
104199,Yes,No
104200,Yes,No
104201,No,No
104202,Yes,No
104203,No,No
104204,Yes,No
104205,No,Yes
104206,No,No
104207,No,No
104208,No,Yes
104209,No,No
104210,No,No
104211,No,No
104212,Yes,No
104213,No,No
104214,No,No
104215,No,No
104216,Yes,No
104217,No,No
104218,No,No
104219,No,No
104220,No, No
104221,Yes,No
104222,No,Yes
104223,Yes,No
104224,No,No
104225,Yes,No
104226,Yes,No
104227,Yes,No
104228,Yes,No
104229,No,No
104230,No,No
104231,No,No
104232,no,No
104233,Yes,No
104234,Yes,Yes
104235,Yes,Yes
104236,No,Yes
104237,No,Yes
104238,No,No
104239,Yes,No
104240,Yes,No
104241,Yes,Yes
104242,No,No
104243,Yes,No
104244,Yes,No
104245,Yes,No
104246,No,No
104247,No,No
104248,Yes,No
104249,No,No
104250,no,Yes
104251,No,No
104252,No,No
104253,Yes,No
104254,Yes,No
104255,No,Yes
104256,Yes,No
104257,No,No
104258,No,Yes
104259,No,No
104260,No,No
104261,Yes,Yes
104262,Yes,No
104263,No,No
104264,Yes,No
104265,Yes,No
104266,No,No
104267,No,Yes
104268,Yes,No
104269,Yes,No
104270,No,No
104271,No,No
104272,Yes,No
104273,No,No
104274,No,No
104275,Yes,Yes
104276,No,No
104277,Yes,No
104278,Yes,No
104279,No,Yes
104280,Yes,No
104281,Yes,No
104282,Yes,No
104283,Yes,Yes
104284,Yes,No
104285,No,No
104286,Yes,No
104287,Yes,No
104288,No,No
104289,Yes,No
104290,No,No
104291,Yes,No
104292,No,No
104293,No,No
104294,No,No
104295,No,No
104296,No,No
104297,Yes,No
104298,No,Yes
104299, No,Yes
104300,No,No
104301,No,No
104302,Yes,No
104303,No,No
104304,Yes,No
104305,Yes,No
104306,Yes,No
104307,No,No
104308,No,No
104309,Yes,No
104310,No,No
104311,Yes,No
104312,No,No
104313,No,No
104314,Yes,No
104315,Yes,No
104316,Yes,No
104317,No,Yes
104318,Yes,No
104319,No,No
104320,No,No
104321,Yes,No
104322,Yes,No
104323,No,No
104324,No,no
104325,No,Yes
104326,Yes,No
104327,No,No
104328,Yes,No
104329,Yes,No
104330,No,No
104331,No,No
104332,Yes,No
104333,Yes,No
104334,Yes,No
104335,No,No
104336,no,Yes
104337,No,No
104338,No,Yes
104339,No,No
104340,Yes,No
104341,No,No
104342,No,No
104343,No,No
104344,Yes,No
104345,Yes,No
104346,No,No
104347,No,No
104348,No,No
104349,No,No
104350,No,No
104351,Yes,No
104352,No,No
104353,Yes,No
104354,No,No
104355,No,No
104356,No,No
104357,No,Yes
104358,No,nan
104359,Yes,Yes
104360,Yes,No
104361,Yes,No
104362,No,No
104363,No,No
104364,No,No
104365,No,No
104366,No,No
104367,Yes,Yes
104368,Yes,No
104369,Yes,Yes
104370,No,No
104371,No,No
104372,No,No
104373,No,Yes
104374,No,No
104375,Yes,No
104376,Yes,No
104377,Yes,No
104378,No,No
104379,No,No
104380,No,No
104381,Yes,No
104382,No,No
104383,No,No
104384,Yes,No
104385,No,No
104386,Yes,No
104387,No,No
104388,No,No
104389,Yes,No
104390,Yes,No
104391,No,No
104392,Yes,Yes
104393,No,No
104394,Yes,No
104395,Yes,Yes
104396,No,No
104397,No,No
104398,No,No
104399,Yes,Yes
104400,No,No
104401,No,No
104402,No,No
104403,Yes,Yes
104404,No,No
104405,No,No
104406,Yes,No
104407,No,no
104408,No,Yes
104409,No,No
104410,No,No
104411,Yes,No
104412,No,No
104413,No,No
104414,No,No
104415,No,No
104416,Yes,No
104417,No,No
104418, No,No
104419,No,Yes
104420,No,No
104421,No,Yes
104422,Yes,No
104423,No,No
104424,Yes,No
104425,No,No
104426,No,No
104427,No,Yes
104428,No,No
104429,no,No
104430,No,No
104431,No,No
104432,Yes,Yes
104433,No,No
104434,No,No
104435,Yes,No
104436,No,No
104437,No,No
104438,Yes,No
104439,No,Yes
104440,No,No
104441,No,No
104442,No,No
104443,No,No
104444,Yes,Yes
104445,No,No
104446,No,N
104447,Yes,No
104448,No,No
104449,No,No
104450,Yes,no
104451,Yes,No
104452,Yes,No
104453,Yes,No
104454,No,Yes
104455,No,No
104456,Yes,No
104457,No,No
104458, No,No
104459,Yes,No
104460,Yes,Yes
104461,Yes,No
104462,No,Yes
104463,Yes,No
104464,No,No
104465,Yes,Yes
104466,Yes,No
104467,No,No
104468,Yes,Yes
104469,No,No
104470,Yes,No
104471,Yes,No
104472,Yes,No
104473,No,No
104474,No,No
104475,No,No
104476,No,No
104477,Yes,Yes
104478,No,Yes
104479,Yes,No
104480,Yes,No
104481,No,No
104482,No,No
104483,No,No
104484,No,No
104485,No,No
104486,No,No
104487,No,No
104488,No,Yes
104489,Yes,No
104490,Yes,No
104491,Yes,No
104492,No,No
104493,Yes,No
104494,No,No
104495,Yes,No
104496,No,No
104497,No,No
104498,Yes,No
104499,No,No
104500,No,No
104501,Yes,No
104502,No,No
104503,No,No
104504,Yes,No
104505,No,No
104506,No,Yes
104507,Yes,No
104508,Yes,No
104509,Yes,Yes
104510,Yes,No
104511,Yes,No
104512,No,No
104513,No,No
104514,No,No
104515,Yes,No
104516,Yes,No
104517,No,No
104518,Yes,Yes
104519,No,No
104520,No,No
104521,Yes,No
104522,Yes,No
104523,No,No
104524,No,No
104525,Yes,No
104526,Yes,No
104527,No,No
104528,No,No
104529,Yes,No
104530,Yes,No
104531,No,No
104532,Yes,Yes
104533,Yes,No
104534,No,No
104535,Yes,Yes
104536,No,No
104537,No,No
104538,Yes,No
104539,No,Yes
104540,No,No
104541,No,No
104542,Yes,No
104543,No,No
104544,No,No
104545,No,No
104546,No,No
104547,No,No
104548,Yes,No
104549,No,No
104550,No,No
104551,No,No
104552,No,No
104553,Yes,No
104554,Yes,No
104555,No,No
104556,Yes,No
104557,Yes,No
104558,No,No
104559,Yes,No
104560,No,No
104561,No,No
104562,No,Yes
104563,Yes,Yes
104564,Yes,No
104565,No,No
104566,No,No
104567,No,Yes
104568,Yes,Yes
104569,No,No
104570,No,No
104571,No,No
104572,No,Yes
104573,No,No
104574,Yes,No
104575,No,No
104576,Yes,No
104577,Yes,No
104578,Yes,No
104579,Yes,No
104580,No,No
104581,Yes,No
104582,Yes,No
104583,No,No
104584,No,No
104585,Yes,no
104586,No,No
104587,Yes,No
104588,No,No
104589,Yes,No
104590,No,No
104591,Yes,No
104592,No,Yes
104593,No,No
104594,Yes,No
104595,Yes,Yes
104596,No,No
104597,Yes,No
104598,Yes,No
104599,Yes,Yes
104600,No,No
104601,No,No
104602,Yes,No
104603,No,No
104604,N,No
104605,No,No
104606,No,No
104607,Yes,Yes
104608,No,No
104609,Yes,No
104610,No,No
104611,No,No
104612,No,No
104613,Yes,No
104614,Yes,No
104615,Yes,No
104616,Yes,No
104617,No,No
104618,No,No
104619,Yes,Yes
104620,No,No
104621,Yes,Yes
104622,Yes,No
104623,nan, No
104624,Yes,Yes
104625,No,No
104626,No,No
104627,No,No
104628,No,No
104629,No,No
104630,No,No
104631,Yes,Yes
104632,Yes,No
104633,No,No
104634,Yes,No
104635,No,No
104636,No,No
104637,No,No
104638,No,No
104639,Yes,Yes
104640,No,No
104641,No,yes
104642,No,No
104643,Yes,No
104644,No,No
104645,Yes,No
104646,No,No
104647,Yes,No
104648,No,No
104649,No,No
104650,No,No
104651,No,No
104652,Yes,No
104653,No,No
104654,No,No
104655,No,No
104656,No,No
104657,No,No
104658,Yes,No
104659,No,N
104660,Yes,Yes
104661,Yes,No
104662,Yes,No
104663,No,No
104664,No,No
104665,Yes,No
104666,Yes,No
104667,Yes,No
104668,No,No
104669,Yes,No
104670,Yes,No
104671,Yes,No
104672,No,No
104673,Yes,No
104674,No,No
104675,No,No
104676,No,No
104677,No,N
104678,Yes,No
104679,No,No
104680,No,Yes
104681,No,No
104682,No,No
104683,No,No
104684,No,No
104685,No,nan
104686,No,No
104687,No,No
104688,Yes,nan
104689,Yes,Yes
104690,No,No
104691,No,No
104692,No,No
104693,Yes,Yes
104694,Yes,No
104695,No,No
104696,No,Yes
104697,Yes,No
104698,No,No
104699,Yes,No
104700,Yes,No
104701,Yes,Yes
104702,Yes,No
104703,No,No
104704,No,Yes
104705,Yes,No
104706,No,No
104707,Yes,Yes
104708,No,No
104709,No,Yes
104710,No,No
104711,Yes,No
104712,Yes,No
104713,Yes,No
104714,No,No
104715,Yes,No
104716,No,No
104717,No,No
104718,Yes,No
104719,No,No
104720,No,No
104721,No,No
104722,No,No
104723,Yes,No
104724,No,No
104725,Yes,No
104726,Yes,No
104727,No,Yes
104728,No,No
104729,Yes,Yes
104730,Yes,No
104731,No,Yes
104732,Yes,No
104733,Yes,No
104734,Yes,No
104735,Yes,No
104736,Yes,No
104737,Yes,N
104738,No,No
104739,Yes,Yes
104740,Yes,No
104741,Yes,Yes
104742,No,No
104743,Yes,Yes
104744,No,No
104745,Yes,No
104746,No,No
104747,Yes,No
104748,Yes,No
104749,No,No
104750,No,No
104751,No,No
104752,No,No
104753,Yes,No
104754,No,No
104755,Yes,No
104756,Yes,No
104757,Yes,No
104758,Yes,No
104759,No,No
104760,No,No
104761,Yes,No
104762,Yes,No
104763,Yes,No
104764,No,No
104765,No,Yes
104766,No,No
104767,Yes,No
104768,Yes,Yes
104769,No,No
104770,No,No
104771,No,Yes
104772,No,No
104773,Yes,Yes
104774,Yes,No
104775,No,No
104776,No,Yes
104777,No,No
104778,No,No
104779,No,Yes
104780,No,Yes
104781,No,No
104782,No,Yes
104783,No,No
104784,No,Yes
104785,No,No
104786,Yes,Yes
104787,Yes,Yes
104788,No,No
104789,No,No
104790,Yes,No
104791,Yes,No
104792,Yes,No
104793,Yes,no
104794,No,No
104795,No,No
104796,Yes,Yes
104797,No,No
104798,No,No
104799,No,No
104800,No,No
104801,Yes,Yes
104802,No,Yes
104803,No,No
104804,Yes,No
104805,Yes,No
104806,No,No
104807,Yes,No
104808,Yes,Yes
104809,Yes,No
104810,No,Yes
104811,No,No
104812,Yes,No
104813,Yes,Yes
104814,Yes,No
104815,No,No
104816,Yes,No
104817,No,N
104818,Yes,No
104819,No,No
104820,No,No
104821,No,No
104822,Yes,No
104823,No,No
104824,No,No
104825,No,No
104826,No,No
104827,No,No
104828,Yes,No
104829,Yes,No
104830,Yes,No
104831,No,No
104832,No,No
104833,No,Yes
104834,Yes,No
104835,No,Yes
104836,Yes,No
104837,No,No
104838,No,No
104839,No,No
104840,No,No
104841,Yes,No
104842,Yes,No
104843,No,No
104844,No,No
104845,Yes,No
104846,No,No
104847,Yes,No
104848,No,No
104849,No,No
104850,No,No
104851,No,No
104852,No,No
104853,Yes,No
104854,No,No
104855,Yes,Yes
104856,Yes,nan
104857,No,No
104858,Yes,No
104859,No,No
104860,Yes,No
104861,Yes,No
104862,No,No
104863,No,No
104864,No,No
104865,Yes,No
104866,No,No
104867,No,No
104868,No,No
104869,Yes,Yes
104870,No,No
104871,No,No
104872,Yes,No
104873,No,No
104874,No,No
104875,Yes,Yes
104876,No,No
104877,No,No
104878,Yes,No
104879,No,No
104880,Yes,No
104881,No,No
104882,Yes,No
104883,Yes,No
104884,No,No
104885,No,No
104886,No,No
104887,Yes,No
104888,No,No
104889,No,Yes
104890,No,No
104891, Ye,No
104892,N,Yes
104893,No,No
104894,Yes,Yes
104895,No,No
104896,Yes,No
104897,Yes,No
104898,Yes,No
104899,No,No
104900,No,No
104901,No,No
104902,No,No
104903,No,No
104904,No,No
104905,No,No
104906,Yes,Yes
104907,Yes,No
104908,No,No
104909,No,No
104910,Yes,No
104911,No,No
104912,No,No
104913,Yes,No
104914,Yes,Yes
104915,No,No
104916,Yes,No
104917,No,No
104918,Yes,Yes
104919,Yes,No
104920,No, No
104921,Yes,No
104922,Yes,Yes
104923,No,Yes
104924,No,No
104925,Yes,No
104926,No,No
104927,No,Yes
104928,No,No
104929,Yes,No
104930,No,No
104931,No,No
104932,Yes,No
104933,No,No
104934,Yes,No
104935,No,No
104936,Yes,No
104937,No,No
104938,Yes,No
104939,No,No
104940,Yes,No
104941,No,No
104942,Yes,No
104943,No,No
104944,No,No
104945,Yes,No
104946,No,No
104947,No,No
104948,No,No
104949,Yes,No
104950,No,No
104951,No,No
104952,No,No
104953,No,No
104954,No,no
104955,No,Yes
104956,Yes,No
104957,No,No
104958,No,No
104959,No,No
104960,Yes,No
104961,No,No
104962,Yes,No
104963,Yes,No
104964,Yes,No
104965,No,No
104966,Yes,No
104967,No,No
104968,No,No
104969,No,No
104970,Yes,No
104971,No,Yes
104972,Yes,No
104973,No,No
104974,No,No
104975,No,No
104976,No,No
104977,Yes,No
104978,No,No
104979,Yes,No
104980,Yes,No
104981, No,No
104982,Yes,No
104983,No,Yes
104984,Yes,No
104985,Yes,No
104986,No,No
104987,Yes,Yes
104988,Yes,No
104989,No,No
104990,No,Yes
104991,No,No
104992,No,No
104993,No,No
104994,No,No
104995,No,No
104996,Yes,No
104997,yes,Yes
104998,No,No
104999,No,No
105000,Yes,No
105001,Yes,Yes
105002,Yes,No
105003,Yes,No
105004,No,No
105005,Yes,No
105006,No,No
105007,No,No
105008,Yes,No
105009,Yes,No
105010,N,No
105011, No,No
105012,No,No
105013,Yes,Yes
105014,Yes,No
105015,No,No
105016,No,Yes
105017,Yes,No
105018,No,No
105019,No,No
105020,Yes,No
105021,No,No
105022,Yes,No
105023,Yes,No
105024,Yes,No
105025, No,No
105026,No,Yes
105027,Yes,No
105028,No,No
105029,Yes,No
105030,No,No
105031,No,No
105032,No,Yes
105033,Yes,No
105034,Yes,No
105035,Yes,No
105036,Yes,No
105037,No,No
105038,Yes,No
105039,Yes,No
105040,Yes,No
105041,Yes,No
105042,Yes,No
105043,No,No
105044,Yes,No
105045,Yes,No
105046,No,Yes
105047,Yes,No
105048,No,No
105049,Yes,No
105050,Yes,No
105051,No,Yes
105052,Yes,No
105053,No,No
105054,No,No
105055,No,No
105056,No,No
105057,Yes,No
105058,No,No
105059,No,No
105060,No,No
105061,Yes,No
105062,Yes,No
105063,Yes,No
105064,No,No
105065,No,No
105066,Yes,No
105067,Yes,No
105068,Yes,No
105069,Yes,Yes
105070,Yes,Yes
105071,Yes,No
105072,No,No
105073,Yes,No
105074,No,No
105075,No,N
105076,Yes,No
105077,No,No
105078,No,No
105079,No,No
105080,No,No
105081,No,No
105082,No,No
105083,No,No
105084,No,Yes
105085,Yes,No
105086,Yes,No
105087,No,Yes
105088,No,No
105089,Yes,No
105090,No,No
105091,Yes,No
105092,Yes,No
105093,Yes,Yes
105094,No,No
105095,Yes,No
105096,No,No
105097,No,Yes
105098,Yes,No
105099,Yes,No
105100,No,No
105101,No,No
105102,No,No
105103,No,Yes
105104,Yes,No
105105,Yes,No
105106,Yes,No
105107,No,No
105108,No,No
105109,No,Yes
105110,No,No
105111,Yes,No
105112,No,No
105113,Yes,Yes
105114,No,No
105115,Yes,No
105116,No,No
105117,No,Yes
105118,No,Yes
105119,No,No
105120,Yes,No
105121,No,No
105122,No,N
105123,Yes,No
105124,Yes,No
105125,Yes,No
105126,Yes,No
105127,Yes,No
105128,No,No
105129,Yes,No
105130,No,No
105131,No,No
105132,No,Yes
105133,No,No
105134,No,No
105135,Yes,Yes
105136,No,No
105137,no,No
105138,Yes,Yes
105139, No,No
105140,Yes,Yes
105141,No,No
105142,No,Yes
105143,No,No
105144,No,No
105145,Y,No
105146,No,Yes
105147,Yes,No
105148,No,No
105149,Yes,Yes
105150,No,No
105151,Yes,Yes
105152,nan,No
105153,No,Yes
105154,No,No
105155,Yes,No
105156,No,No
105157,No,No
105158,Yes,No
105159,Yes,No
105160,Yes,No
105161,No,No
105162,No,No
105163,No,No
105164,No,Yes
105165,Yes,No
105166,Yes,No
105167,Yes,No
